X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-81.2895299,43.0390347,321016973,9615758,Pharmacy,Retail Pharmacy,Sunningdale Uptown Guardian Ph,,,,4-2175 Richmond Street,,,London,N6G3V9,2025/04/09 21:36:24+00,2025/04/09 14:50:19+00,2025/04/09 17:54:59+00,2275185
-79.8026704,43.3170167,321007688,31335,Mental Health and Addiction Organization,Mental Health Services,Joseph Brant Hospital,,,,1230 North Shore Boulevard,,Practice Location,Burlington,L7S1W7,2025/04/09 21:37:51+00,2025/04/09 14:33:08+00,2025/04/09 17:54:59+00,2275201
-79.5612388,43.6192754,321012103,24459,Pharmacy,Allergen Supplier,"Patel, Piyush Dr",,,,133 The West Mall Unit 4,,,Toronto,M9C1C2,2025/04/09 21:35:17+00,2025/04/09 14:41:14+00,2025/04/09 17:54:59+00,2275217
-79.0982981,43.1101055,321016938,9593558,Pharmacy,Retail Pharmacy,Simon's Drugstore,,,,4374 Drummond Road,,,Niagara Falls,L2E6C3,2025/04/09 21:37:34+00,2025/04/09 14:50:15+00,2025/04/09 17:54:59+00,2275233
-79.5265298,43.7559913,321018118,4456,Long-Term Care Home,NH for-profit,Norfinch Community,,,,22 Norfinch Drive,,,North York,M3N1X1,2025/04/09 21:33:04+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2275249
-79.7187635,43.4404027,321014597,6937791,Pharmacy,Retail Pharmacy,Total Health Pharmacy,,,,1131 Nottinghill Gate,,,Oakville,L6M1K5,2025/04/09 21:29:38+00,2025/04/09 14:45:52+00,2025/04/09 17:54:59+00,2275265
-79.3083213,43.8020924,321008768,4254,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Scarborough Health Network - Birchmount Hospital,,,,3030 Birchmount Road,,"Billing, Administration, & Practice Address",Scarborough,M1W3W3,2025/04/09 21:33:03+00,2025/04/09 14:35:06+00,2025/04/09 17:54:59+00,2275281
-79.5172942,43.7011468,321016073,879972,Pharmacy,Retail Pharmacy,John & Weston Discount Drugs,,,,17 John Street,,,Toronto,M9N1J2,2025/04/09 21:36:24+00,2025/04/09 14:48:37+00,2025/04/09 17:54:59+00,2275297
-74.694621,45.0207039,321011646,1321670,Pharmacy,Home For Special Care,Riverview Manor,,,,1198 Montreal Road,,,Cornwall,K6H1E2,2025/04/09 21:32:06+00,2025/04/09 14:40:22+00,2025/04/09 17:54:59+00,2275313
-78.8704178,43.9372532,321011862,1780834,Pharmacy,Retail Pharmacy,North Oshawa Pharmacy,,,,1400 Ritson Road North,,,Oshawa,L1G7W4,2025/04/09 21:37:40+00,2025/04/09 14:40:46+00,2025/04/09 17:54:59+00,2275329
-89.2691555,48.4247047,321008480,4080,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Thunder Bay Regional Health Sciences Centre,,,,980 Oliver Road,,"Billing, Administration, & Practice Address",Thunder Bay,P7B6V4,2025/04/09 21:32:45+00,2025/04/09 14:34:35+00,2025/04/09 17:54:59+00,2275345
-74.9884593,44.997007,321013111,4631955,Pharmacy,Retail Pharmacy,Ingleside IDA Pharmacy,,,,3 Thorold Lane,,,Ingleside,K0C1M0,2025/04/09 21:29:35+00,2025/04/09 14:43:07+00,2025/04/09 17:54:59+00,2275361
-79.7814228,43.6646778,321015808,8493711,Pharmacy,Retail Pharmacy,Cornerstone Pharmacy,,,,8990 Chinguacousy Road,,,Brampton,L6Y5X6,2025/04/09 21:31:33+00,2025/04/09 14:48:07+00,2025/04/09 17:54:59+00,2275377
-80.1980246,44.4994459,321010709,N0103,Licensed Retirement Home,,Bay Haven Senior Care Community,,,,499 Hume Street,,,Collingwood,L9Y4H8,2025/04/09 21:34:53+00,2025/04/09 14:38:36+00,2025/04/09 17:54:59+00,2275393
-81.4116248,43.1918524,321010148,93490,Integrated Community Health Services Centre,"Mammography, Radiography, General Ultrasound, Bone Mineral Dxa, Vascular Ultrasound, Nuclear Medicine - In Vivo - Spect, Nuclear Medicine - In Vivo - General",Lucan Diagnostic Imaging,,8021619 Canada Inc.,,268 Main Street,,,Lucan,N0M2J0,2025/04/09 21:34:31+00,2025/04/09 14:37:36+00,2025/04/09 17:54:59+00,2275409
-79.1999475,43.1238515,321015244,77712,Pharmacy,Retail Pharmacy,Pharma Viva Pharmacy,,,,6 Clairmont Street,,,Thorold,L2V1R1,2025/04/09 21:36:42+00,2025/04/09 14:47:04+00,2025/04/09 17:54:59+00,2275425
-79.3914742,45.7705598,321007241,2700,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Canadian Mental Health Association (Cmha) Muskoka-Parry Sound Branch,,,,87 Main Street East,,Practice Location,Sundridge,P0A1Z0,2025/04/09 21:33:56+00,2025/04/09 14:32:19+00,2025/04/09 17:54:59+00,2275441
-79.6395991,43.5946614,321013864,5888079,Pharmacy,Retail Pharmacy,Square One Pharmacy,,,,110-33 City Centre Drive,,,Mississauga,L5B2N5,2025/04/09 21:31:31+00,2025/04/09 14:44:30+00,2025/04/09 17:54:59+00,2275457
-76.3649206,45.4243929,321010775,N0258,Licensed Retirement Home,,Arnprior Villa,,,,15 Arthur Street,,,Arnprior,K7S1A1,2025/04/09 21:34:56+00,2025/04/09 14:38:43+00,2025/04/09 17:54:59+00,2275473
-82.9579744,46.1855487,321009365,5359,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Canadian Mental Health Association (Cmha) Algoma,,,,2 Michigan Avenue,,Practice Location,Blind River,P0R1B0,2025/04/09 21:34:14+00,2025/04/09 14:36:10+00,2025/04/09 17:54:59+00,2275489
-79.2337548,43.7897923,321007524,30730,Mental Health and Addiction Organization,Mental Health Services,Strides Toronto,,,,325 Milner Avenue,Suite: 110,Practice Location,Scarborough,M1B5N1,2025/04/09 21:30:38+00,2025/04/09 14:32:50+00,2025/04/09 17:54:59+00,2275505
-79.5511044,43.6994931,321011857,1770275,Pharmacy,Allergen Supplier,The Allergy Clinic,,,,22 Kingsview Boulevard,,,Etobicoke,M9R1T6,2025/04/09 21:36:11+00,2025/04/09 14:40:46+00,2025/04/09 17:54:59+00,2275521
-79.6992183,43.7481719,321016093,8825033,Pharmacy,Retail Pharmacy,Innomar Specialty Pharmacy,,,,45-80 Maritime Ontario Boulevard,,,Brampton,L6S0E7,2025/04/09 21:36:45+00,2025/04/09 14:48:40+00,2025/04/09 17:54:59+00,2275537
-79.7153568,44.4011017,321017988,1821,Long-Term Care Home,NH for-profit,Coleman Care Centre,,,,140 Cundles Road West,,,Barrie,L4N9X8,2025/04/09 21:31:09+00,2025/04/09 16:03:50+00,2025/04/09 17:54:59+00,2275553
-75.8695856,45.2887857,321010841,N0455,Licensed Retirement Home,,The Courtyards On Eagleson,,,,630 Eagleson Road,,,Kanata,K2M0N1,2025/04/09 21:30:53+00,2025/04/09 14:38:50+00,2025/04/09 17:54:59+00,2275569
-78.6521497,44.7830012,321015260,7798350,Pharmacy,Retail Pharmacy,Kinmount Downtown Pharmacy,,,,4084 County Road 121,Po Box 270,,Kinmount,K0M2A0,2025/04/09 21:35:45+00,2025/04/09 14:47:06+00,2025/04/09 17:54:59+00,2275585
-78.3247199,44.3033623,321013552,5377996,Pharmacy,Retail Pharmacy,Charlotte Care Pharmacy,,,,100-270 Charlotte Street,,,Peterborough,K9J2V4,2025/04/09 21:38:12+00,2025/04/09 14:43:56+00,2025/04/09 17:54:59+00,2275601
-80.5430769,43.4424818,321015780,8457350,Pharmacy,Retail Pharmacy,Beechwood Forest Pharmacy,,,,890 Glasgow Street,,,Kitchener,N2N3G6,2025/04/09 21:36:43+00,2025/04/09 14:48:04+00,2025/04/09 17:54:59+00,2275617
-79.4477535,44.0250253,321016830,9530518,Pharmacy,Retail Pharmacy,Aurora North Pharmacy,,,,1B-16015 Bayview Avenue,,,Aurora,L4G3L4,2025/04/09 21:31:07+00,2025/04/09 14:50:03+00,2025/04/09 17:54:59+00,2275633
-79.5889144,43.7331644,321013762,5718832,Pharmacy,Retail Pharmacy,John Garland Pharmacy,,,,1701 Martingrove Road,,,Etobicoke,M9V4N4,2025/04/09 21:32:49+00,2025/04/09 14:44:19+00,2025/04/09 17:54:59+00,2275649
-75.7072206,45.4107095,321013668,5568272,Pharmacy,Retail Pharmacy,Somerset Drugs,,,,708A Somerset Street West,,,Ottawa,K1R6P6,2025/04/09 21:34:00+00,2025/04/09 14:44:08+00,2025/04/09 17:54:59+00,2275665
-82.3616226,42.9764026,321013663,5562857,Pharmacy,Long Term Care Facility,Afton Park Place,,,,1200 Afton Place,,,Sarnia,N7S6L6,2025/04/09 21:37:23+00,2025/04/09 14:44:08+00,2025/04/09 17:54:59+00,2275681
-75.6763423,45.3890755,321016080,8810370,Pharmacy,Allergen Supplier,E H Laboratory Inc,,,,2197 Riverside Drive Suite 506,,,Ottawa,K1H7X3,2025/04/09 21:36:28+00,2025/04/09 14:48:38+00,2025/04/09 17:54:59+00,2275697
-79.5593333,43.7694368000001,321007631,31172,Mental Health and Addiction Organization,Addiction Services,Addiction Services Central Ontario,,,,241 Hanlon Road,Main Floor,Practice Location,Woodbridge,L4L3R7,2025/04/09 21:30:02+00,2025/04/09 14:33:02+00,2025/04/09 17:54:59+00,2275713
-75.5388695,45.4652052,321007812,3279068,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",Canadian Diagnostic Network East Inc.,,Canadian Diagnostic Network East Inc.,,2003 St. Joseph Boulevard,,,Orleans,K1C1E5,2025/04/09 21:35:23+00,2025/04/09 14:33:22+00,2025/04/09 17:54:59+00,2275729
-79.8217013,43.3921445,321007224,2675538,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound",Wentworth-Halton X-Ray And Ultrasound Inc.,,Wentworth-Halton X-Ray And Ultrasound Inc.,,2951 Walkers Line,,,Burlington,L7M4Y1,2025/04/09 21:38:20+00,2025/04/09 14:32:17+00,2025/04/09 17:54:59+00,2275745
-79.696308,47.5016006,321006800,198,Family Health Team,Main,Great Northern Family Health Team,,,,240 Shepherdson Road,Unit 2,198,New Liskeard,P0J1P0,2025/04/09 21:31:23+00,2025/04/09 14:31:30+00,2025/04/09 17:54:59+00,2275761
-80.2897386,42.8470632,321009506,5901814,Integrated Community Health Services Centre,"Mammography, Radiography, General Ultrasound, Vascular Ultrasound",Simcoe Diagnostic Imaging,,Ssjl Holdings Inc.,,65 Donly Drive North,Unit 6,,Simcoe,N3Y0C2,2025/04/09 21:32:31+00,2025/04/09 14:36:25+00,2025/04/09 17:54:59+00,2275777
-79.279191,43.7017616,321007680,31299,Mental Health and Addiction Organization,Addiction Services,East Toronto Health Partners Oht,,,,52 Cataraqui Crescent,,Administration And Practice Location,Scarborough,M1L1N7,2025/04/09 21:37:08+00,2025/04/09 14:33:07+00,2025/04/09 17:54:59+00,2275793
-75.7747065,45.3688498,321006621,16920,Mental Health and Addiction Organization,Mental Health Services,Jewish Family Services Of Ottawa-Carleton,,,,2255 Carling Avenue,Suite: 300,Administration And Practice Location,Ottawa,K2B7Z5,2025/04/09 21:30:06+00,2025/04/09 14:31:10+00,2025/04/09 17:54:59+00,2275809
-82.3668916,42.5973703,321017443,9811,Hospital,Site,Chatham-Kent Health Alliance - Sydenham Site,,Chatham-Kent Health Alliance,,325 Margaret Avenue,,,Wallaceburg,N8A2A7,2025/04/09 21:35:25+00,2025/04/09 14:51:12+00,2025/04/09 17:54:59+00,2275825
-79.7525467,43.5623052,321012621,3684114,Pharmacy,Retail Pharmacy,Britannia Medical Pharmacy,,,,9-5925 Grossbeak Drive,,,Mississauga,L5N6S5,2025/04/09 21:38:08+00,2025/04/09 14:42:12+00,2025/04/09 17:54:59+00,2275841
-81.7099249,43.7424705,321006451,13647,Mental Health and Addiction Organization,Addiction Services,Canadian Mental Health Association (Cmha) Huron Perth Addiction And Mental Health Services,,,,29 Kingston Street,,Practice Location,Goderich,N7A3K2,2025/04/09 21:33:42+00,2025/04/09 14:30:45+00,2025/04/09 17:54:59+00,2275857
-81.0010992,46.4907092,321013304,4984994,Pharmacy,Retail Pharmacy,Loblaw Pharmacy,,,,82 Lorne Street,,,Sudbury,P3C4N8,2025/04/09 21:32:23+00,2025/04/09 14:43:28+00,2025/04/09 17:54:59+00,2275873
-78.8598916,44.284725,321013736,5681032,Pharmacy,Retail Pharmacy,Little Britain Pharmacy,,,,415 Eldon Road,,,Little Britain,K0M2C0,2025/04/09 21:37:20+00,2025/04/09 14:44:16+00,2025/04/09 17:54:59+00,2275889
-82.5903565,42.056612,321012440,3307656,Pharmacy,Long Term Care Facility,Sun Parlor Home,,,,175 Talbot Street East,,,Leamington,N8H1L9,2025/04/09 21:29:48+00,2025/04/09 14:41:52+00,2025/04/09 17:54:59+00,2275905
-81.7502773,43.3099322,321009907,81158,Community Health Centre,Main,Grand Bend Area Community Health Centre,,,,69 Main Street East,Postal Office Box 1269,,Grand Bend,N0M2T0,2025/04/09 21:37:51+00,2025/04/09 14:37:10+00,2025/04/09 17:54:59+00,2275921
-82.3781399,42.9632945,321013903,5954595,Pharmacy,Retail Pharmacy,Food Basics Pharmacy #552,,,,191 Indian Road,,,Sarnia,N7T3W3,2025/04/09 21:32:06+00,2025/04/09 14:44:34+00,2025/04/09 17:54:59+00,2275937
-79.8165307,43.2516587,321017072,9683470,Pharmacy,Retail Pharmacy,Wellness Wave Pharmacy,,,,1079 Barton Street East,,,Hamilton,L8L3E2,2025/04/09 21:37:50+00,2025/04/09 14:50:30+00,2025/04/09 17:54:59+00,2275953
-82.6337698,46.381128,321011490,1081554,Pharmacy,Retail Pharmacy,Drugstore Pharmacy #4323,,,,177 Highway 108 North,,,Elliot Lake,P5A2S9,2025/04/09 21:33:17+00,2025/04/09 14:40:04+00,2025/04/09 17:54:59+00,2275969
-79.6726837,43.4524332,321018063,4449,Long-Term Care Home,NH non-profit,Wyndham Manor Long Term Care Centre,,,,291 Reynolds Street,,,Oakville,L6J3L5,2025/04/09 21:36:07+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2275985
-79.1245348,43.0745158,321010998,S01404,Licensed Retirement Home,,Elgin Falls Retirement Community And Seniors Apartments,,,,7070 Montrose Road,,,Niagara Falls,L2H3T5,2025/04/09 21:31:45+00,2025/04/09 14:39:08+00,2025/04/09 17:54:59+00,2276001
-78.8594324,43.8982972,321008011,3631,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Dynacare,,,,117 King Street East,,Practice Address,Oshawa,L1H1B9,2025/04/09 21:35:04+00,2025/04/09 14:33:44+00,2025/04/09 17:54:59+00,2276017
-81.259925,42.9580373,321014970,7404196,Pharmacy,Retail Pharmacy,Drug Store Pharmacy #4244,,,,7 Baseline Road East,,,London,N6C5Z8,2025/04/09 21:34:43+00,2025/04/09 14:46:33+00,2025/04/09 17:54:59+00,2276033
-78.8664931,43.8981792,321009264,4984,Mental Health and Addiction Organization,Mental Health Services,Lakeridge Health Corporation,,,,60 Bond Street West,,Practice Location,Oshawa,L1G1A5,2025/04/09 21:36:41+00,2025/04/09 14:35:59+00,2025/04/09 17:54:59+00,2276049
-94.4879641,49.7683628,321007064,2342,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Lake Of The Woods District Hospital,,,,6 Matheson Street South,,Practice Location,Kenora,P9N1T5,2025/04/09 21:31:34+00,2025/04/09 14:31:59+00,2025/04/09 17:54:59+00,2276065
-79.3577162,46.0787089,321008382,4021,Community Support Service,,"Eastholme, District Of Parry Sound (East) Home For The Aged",,,,62 Big Bend Avenue,,,Powassan,P0H1Z0,2025/04/09 21:34:55+00,2025/04/09 14:34:24+00,2025/04/09 17:54:59+00,2276081
-79.2081469,45.3394265,321009040,4489,Community Support Service,,Huntsville Meals On Wheels Inc.,,,,C/O Huntsville Dist. Memorial Hospital,,,Huntsville,P1H1H7,2025/04/09 21:34:09+00,2025/04/09 14:35:35+00,2025/04/09 17:54:59+00,2276097
-79.5188065,43.7590118,321015684,8344455,Pharmacy,Retail Pharmacy,Yorkgate IDA Drugmart,,,,1 York Gate Boulevard,Yorkgate Mall,,North York,M3N3A1,2025/04/09 21:30:55+00,2025/04/09 14:47:53+00,2025/04/09 17:54:59+00,2276113
-79.4100725,43.7609378,321009163,4627346,Integrated Community Health Services Centre,"Bone Mineral Dxa, Radiography, General Ultrasound",Hitek Medical Imaging,,Hitek Medical Imaging Inc.,,4789 Yonge Street,Suite 210,,North York,M2N0G3,2025/04/09 21:36:34+00,2025/04/09 14:35:48+00,2025/04/09 17:54:59+00,2276129
-79.4015325,43.6725188,321018128,1416,Long-Term Care Home,NH for-profit,St. George Community,,,,225 St. George Street,,,Toronto,M5R2M2,2025/04/09 21:36:07+00,2025/04/09 16:03:50+00,2025/04/09 17:54:59+00,2276145
-81.7063078,43.7245791,321017652,7623,Long-Term Care Home,NH for-profit,Southbridge Goderich,,,,515 Seabreeze Drive,,,Goderich,N7A3X8,2025/04/09 21:37:02+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2276161
-79.7901961,43.6354857,321015316,7874954,Pharmacy,Retail Pharmacy,Lionhead Pharmacy,,,,8405 Financial Drive,"Unit 5,6",,Brampton,L6Y1M1,2025/04/09 21:35:29+00,2025/04/09 14:47:12+00,2025/04/09 17:54:59+00,2276177
-79.421565,43.6732235,321018075,2801,Long-Term Care Home,MHFA,Castleview Wychwood Towers,,,,351 Christie Street,,,Toronto,M6G3C3,2025/04/09 21:34:43+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2276193
-79.5270989,43.9279997,321006243,1023713,Integrated Community Health Services Centre,General Ultrasound,King Clinic Inc.,,King Clinic Inc.,,20 Doctors Lane,,,King City,L7B1G2,2025/04/09 21:34:07+00,2025/04/09 14:30:19+00,2025/04/09 17:54:59+00,2276209
-94.4864853,49.7617788,321010420,999176,Seniors Active Living Centre,,Kenora District New Horizons Senior Centre,Kenora District New Horizons Senior Centre,,,18 Mike Richards Way,,,Kenora,P9N1L2,2025/04/09 21:30:26+00,2025/04/09 14:38:05+00,2025/04/09 17:54:59+00,2276225
-80.2743955,43.1179764,321016656,9360773,Pharmacy,Long Term Care Facility,Hardy Terrace,,,,Mount Pleasant Street,,,Mount Pleasant,N0E1K0,2025/04/09 21:36:32+00,2025/04/09 14:49:43+00,2025/04/09 17:54:59+00,2276241
-89.2381182,48.4290304,321017265,9810190,Pharmacy,Retail Pharmacy,Oak Medical Arts Academy Phcy,,,,389 Oliver Road,,,Thunder Bay,P7B2G1,2025/04/09 21:35:48+00,2025/04/09 14:50:52+00,2025/04/09 17:54:59+00,2276257
-79.4493212,43.6551167,321011819,1666539,Pharmacy,Retail Pharmacy,Loblaw Pharmacy # 1154,,,,2280 Dundas Street West,,,Toronto,M6R1X4,2025/04/09 21:38:11+00,2025/04/09 14:40:41+00,2025/04/09 17:54:59+00,2276273
-79.625347,43.5069867,321012435,3296711,Pharmacy,Retail Pharmacy,Emichael Pharmacy&Medical Ctr,,,,C4-802 Southdown Road,,,Mississauga,L5J2Y4,2025/04/09 21:36:56+00,2025/04/09 14:41:51+00,2025/04/09 17:54:59+00,2276289
-79.7974062,43.3541812,321007967,3549,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,3155 Harvester Road,,Practice Address,Burlington,L7N3V2,2025/04/09 21:32:41+00,2025/04/09 14:33:39+00,2025/04/09 17:54:59+00,2276305
-80.9454381,46.5058778,321017110,9709390,Pharmacy,Retail Pharmacy,Ourx Kingsway Pharmacy,,,,4-1400 Kingsway,,,Sudbury,P3B0A3,2025/04/09 21:33:54+00,2025/04/09 14:50:35+00,2025/04/09 17:54:59+00,2276321
-81.2569307,43.0044704,321011063,S0396,Licensed Retirement Home,,The Manor Village At London,,,,230 Victoria Street,,,London,N6A2C2,2025/04/09 21:30:46+00,2025/04/09 14:39:16+00,2025/04/09 17:54:59+00,2276337
-76.6899439,44.7704223,321006412,12966,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Addiction & Mental Health Services - Kingston Frontenac Lennox & Addington (Amhs - Kfla),,,,1020 Elizabeth Street,,Practice Location,Sharbot Lake,K0H2P0,2025/04/09 21:30:40+00,2025/04/09 14:30:40+00,2025/04/09 17:54:59+00,2276353
-80.0447488,42.9586746,321007191,26,Family Health Team,Main,Haldimand Family Health Teams Inc.,,,,75 Parkview Road,Suite 7,26,Hagersville,N0A1H0,2025/04/09 21:32:10+00,2025/04/09 14:32:14+00,2025/04/09 17:54:59+00,2276369
-91.9168192,50.0981885,321006364,12095,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (Cmha) Fort Frances Branch,,,,54 Front Street,"Suite: 2C; Centennial Centre, 2nd Floor",Practice Location,Sioux Lookout,P8T1A5,2025/04/09 21:37:19+00,2025/04/09 14:30:34+00,2025/04/09 17:54:59+00,2276385
-79.4527525,44.0602159,321013355,50704,Pharmacy,Retail Pharmacy,Guardian At Southlake,,,,596 Davis Drive,,,Newmarket,L3Y2P9,2025/04/09 21:30:21+00,2025/04/09 14:43:34+00,2025/04/09 17:54:59+00,2276401
-79.8856722,43.5238163,321008856,4318,Community Support Service,,Joyce Scott Non-Profit Homes Inc.,,,,"296 Ontario Street North,",,,Milton,L9T2T9,2025/04/09 21:36:13+00,2025/04/09 14:35:15+00,2025/04/09 17:54:59+00,2276417
-79.7579852,43.7884313,321006848,2029,Community Support Service,,Punjabi Community Health Services,,,,11730 Airport Road,,,Brampton,L6R0C7,2025/04/09 21:37:56+00,2025/04/09 14:31:35+00,2025/04/09 17:54:59+00,2276433
-82.5990962,42.0529875,321015431,803651,Pharmacy,Retail Pharmacy,Thomson Guardian Drugs,,,,20 Talbot Street East,,,Leamington,N8H1L2,2025/04/09 21:35:18+00,2025/04/09 14:47:25+00,2025/04/09 17:54:59+00,2276449
-80.2513308,43.187511,321009498,5880,Mental Health and Addiction Organization,Mental Health Services,Woodview Mental Health & Autism Services,,,,643 Park Road North,,Practice Location,Brantford,N3T5L8,2025/04/09 21:37:47+00,2025/04/09 14:36:24+00,2025/04/09 17:54:59+00,2276465
-79.4379772,43.8754513,321016397,9137873,Pharmacy,Retail Pharmacy,Pars Medical Pharmacy,,,,10171 Yonge Street,,,Richmond Hill,L4C1T5,2025/04/09 21:32:09+00,2025/04/09 14:49:14+00,2025/04/09 17:54:59+00,2276481
-79.3919675,43.7082867,321015771,8442198,Pharmacy,Retail Pharmacy,Razi,,,,101-212 Eglinton Avenue East,,,Toronto,M4P0A3,2025/04/09 21:29:54+00,2025/04/09 14:48:03+00,2025/04/09 17:54:59+00,2276497
-80.3271881,43.4194576,321009352,531592,Community Health Centre,Satellite,Langs Farm Village Association Grow Community Centre,,,,1 Groh Avenue,,,Cambridge,N3C1Y6,2025/04/09 21:32:03+00,2025/04/09 14:36:09+00,2025/04/09 17:54:59+00,2276513
-79.518962,43.6845358,321011498,1102434,Pharmacy,Long Term Care Facility,Ukrainian Canadian Care Centre,,,,60 Richview Road,,,Etobicoke,M9A5E4,2025/04/09 21:37:38+00,2025/04/09 14:40:05+00,2025/04/09 17:54:59+00,2276529
-84.3255547,46.5090912,321016514,9240270,Pharmacy,Retail Pharmacy,East Street Drug Mart,,,,170 East Street,,,Sault Ste Marie,P6A3C6,2025/04/09 21:33:07+00,2025/04/09 14:49:27+00,2025/04/09 17:54:59+00,2276545
-89.2321678,48.4231852,321007091,2384,Mental Health and Addiction Organization,Mental Health Services,Children's Centre Thunder Bay,,,,283 Lisgar Street,,Administration And Practice Location,Thunder Bay,P7B6G6,2025/04/09 21:36:23+00,2025/04/09 14:32:02+00,2025/04/09 17:54:59+00,2276561
-81.2502789,42.9844411,321014898,7297230,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #736,,,,100-431 Richmond Street,,,London,N6A6E2,2025/04/09 21:31:38+00,2025/04/09 14:46:25+00,2025/04/09 17:54:59+00,2276577
